SalePrice,Id,MSSubClass,MSZon4ng,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
0.326482433,318,60,3,75,9000,1,0,0,0,0,0,0,21,2,2,0,3,8,5,2006,2006,1,1,14,14,3,0,1,2,2,1,2,1,5,0,5,0,1088,1088,1,0,1,0,1088,871,0,1959,0,0,2,1,3,1,1,8,0,1,1,1,2006,1,3,1025,2,2,0,208,46,0,0,0,0,4,4,0,0,12,2007,0,0
0.312595473,319,60,6,90,9900,1,0,0,3,0,0,1,13,2,2,0,3,7,5,1993,1993,1,1,6,6,1,256,1,2,2,1,2,0,0,987,5,0,360,1347,1,0,1,0,1372,1274,0,2646,1,0,2,1,4,1,1,9,0,1,2,1,1993,1,3,656,2,2,0,340,60,144,0,0,0,4,4,0,0,4,2009,0,0
0.211915012,320,80,6,0,14115,1,0,0,0,0,0,0,16,2,2,0,7,7,5,1980,1980,1,1,10,10,1,225,2,2,1,1,2,1,0,1036,5,0,336,1372,1,2,1,0,1472,0,0,1472,1,0,2,0,3,1,2,6,0,2,2,1,1980,2,2,588,2,2,0,233,48,0,0,0,0,4,4,0,0,6,2009,0,0
0.427361478,321,60,6,111,16259,1,0,0,0,0,2,0,15,2,2,0,3,9,5,2006,2006,1,1,14,14,4,370,2,2,2,0,1,1,5,0,5,0,1249,1249,1,0,1,0,1249,1347,0,2596,0,0,3,1,4,1,1,9,0,0,5,1,2006,1,3,840,2,2,0,240,154,0,0,0,0,4,4,0,0,9,2006,3,5
0.443132898,322,60,6,99,12099,1,0,1,0,0,0,0,15,2,2,0,3,8,5,2004,2004,1,1,14,14,1,388,1,2,2,0,2,1,0,970,5,0,166,1136,1,0,1,0,1136,1332,0,2468,1,0,2,1,4,1,1,10,0,1,1,3,2004,0,3,872,2,2,0,184,154,0,0,0,0,4,4,0,0,6,2007,0,0
0.369532009,323,60,6,86,10380,1,0,1,0,0,0,0,20,2,2,0,3,7,5,1986,1987,1,1,10,10,1,172,1,2,1,2,2,0,4,28,1,1474,0,1502,1,0,1,0,1553,1177,0,2730,1,0,2,1,4,1,1,8,0,1,2,1,1987,0,2,576,2,2,0,201,96,0,0,0,0,4,1,0,0,8,2007,0,0
0.126753229,324,20,8,49,5820,1,0,0,0,0,0,0,17,2,2,0,0,3,8,1955,2005,1,1,14,14,3,0,2,1,1,2,2,3,1,256,5,0,906,1162,1,0,1,0,1163,0,0,1163,1,0,1,0,3,1,2,6,0,0,5,1,1955,2,1,220,3,2,0,142,98,0,0,0,0,4,4,0,0,7,2006,0,0
0.287598945,325,80,6,96,11275,1,0,0,0,0,2,0,12,4,2,0,7,7,7,1967,2007,4,6,15,15,1,300,1,1,1,1,2,3,5,0,5,0,710,710,1,0,1,0,1898,1080,0,2978,0,0,2,1,5,1,1,11,0,1,1,3,1961,0,2,564,2,2,0,240,0,0,0,0,0,4,4,0,0,6,2010,0,0
0.072351062,326,45,8,50,5000,1,0,0,0,0,0,0,9,7,2,0,2,5,6,1941,1950,1,1,8,8,3,0,2,2,1,2,2,1,2,116,5,0,604,720,1,4,0,2,803,0,0,803,0,0,1,0,2,1,2,5,0,0,5,5,1941,2,2,360,2,2,0,0,0,244,0,0,0,4,4,0,0,12,2007,0,0
0.401472018,327,120,6,32,10846,1,0,1,0,0,3,0,24,2,2,3,0,8,5,1993,1993,1,1,3,4,3,0,1,2,2,1,2,0,0,1619,5,0,100,1719,1,0,1,0,1719,0,0,1719,2,0,1,1,1,1,1,6,0,2,1,1,1993,0,2,473,2,2,0,122,30,0,0,0,0,4,4,0,0,5,2008,5,0
0.153242605,328,20,6,80,11600,1,0,0,0,0,0,0,12,2,2,0,0,6,5,1960,1960,3,1,15,15,1,175,2,2,1,2,2,3,3,565,5,0,818,1383,1,2,1,0,1383,0,0,1383,0,0,1,1,3,1,2,7,0,0,5,1,1960,1,1,292,2,2,0,0,45,0,0,0,0,4,4,0,0,4,2006,0,0
0.249409804,329,75,6,0,11888,1,2,1,1,0,0,0,3,4,2,0,5,6,6,1916,1994,1,1,15,16,3,0,2,2,0,2,2,3,5,0,5,0,844,844,1,1,0,1,1445,689,0,2134,0,0,2,0,5,1,1,10,0,0,5,5,1930,2,2,441,2,2,0,0,60,268,0,0,0,4,4,0,0,7,2009,0,0
0.059852798,330,70,8,60,6402,1,0,0,0,0,2,0,9,2,2,0,3,5,5,1920,1950,1,1,15,16,3,0,2,2,2,2,2,2,5,0,5,0,596,596,1,2,0,0,596,596,0,1192,0,0,1,0,3,1,2,6,0,0,5,5,1920,2,1,189,3,3,2,0,0,137,0,0,0,4,2,0,0,7,2009,0,0
0.116789335,331,90,6,0,10624,1,0,1,0,0,0,0,12,2,2,2,0,5,4,1964,1964,1,1,6,6,1,84,2,2,1,2,2,3,0,40,3,264,1424,1728,1,2,1,0,1728,0,0,1728,0,1,2,0,6,2,2,10,0,0,5,5,2002,2,1,352,2,2,0,155,0,0,0,0,0,4,4,0,0,11,2007,0,0
0.144563255,332,20,6,70,8176,1,0,0,0,0,0,0,12,2,2,0,0,5,6,1958,1992,1,1,15,15,3,0,2,2,1,2,2,3,3,846,5,0,210,1056,1,3,1,0,1056,0,0,1056,1,0,1,0,3,1,2,6,0,0,5,1,1958,1,1,308,2,2,0,0,0,0,0,0,0,4,4,0,0,8,2007,0,0
0.345924177,333,20,6,85,10655,1,0,1,0,0,0,0,15,2,2,0,0,8,5,2003,2004,1,1,14,14,1,296,1,2,2,1,2,3,0,1124,6,479,1603,3206,1,0,1,0,1629,0,0,1629,1,0,2,0,3,1,1,7,0,1,1,1,2003,1,3,880,2,2,0,0,0,0,0,0,0,4,4,0,0,10,2009,0,0
0.238994584,334,120,8,59,8198,1,0,0,0,0,5,0,15,2,2,3,0,7,5,2004,2004,1,1,14,14,4,146,1,2,2,1,2,1,0,720,5,0,638,1358,1,0,1,0,1358,0,0,1358,1,0,2,0,2,1,1,6,0,1,1,1,2004,1,2,484,2,2,0,192,30,0,0,0,0,4,4,0,0,7,2008,0,0
0.218164144,335,60,6,59,9042,1,0,1,0,0,0,0,8,2,2,0,3,6,5,1998,1998,1,1,14,14,3,0,2,2,2,1,2,0,0,828,5,0,115,943,1,1,1,0,943,695,0,1638,1,0,2,1,3,1,2,7,0,2,2,1,1998,0,2,472,2,2,0,100,38,0,0,0,0,4,4,0,0,7,2008,0,0
0.269476462,336,190,6,0,164660,0,0,1,2,0,2,2,23,2,2,1,1,5,6,1965,1965,1,1,10,10,3,0,2,2,1,2,2,0,1,1249,2,147,103,1499,1,0,1,0,1619,167,0,1786,2,0,2,0,3,1,2,7,0,2,1,1,1965,0,2,529,2,2,0,670,0,0,0,0,0,4,4,3,700,8,2008,0,0
0.475664491,337,20,6,86,14157,1,0,1,2,0,2,0,22,2,2,0,0,9,5,2005,2006,3,1,14,14,4,200,1,2,2,0,2,0,0,1249,5,0,673,1922,1,0,1,0,1922,0,0,1922,1,0,2,0,3,1,1,8,0,1,1,1,2005,0,3,676,2,2,0,178,51,0,0,0,0,4,4,0,0,7,2007,0,0
0.248715456,338,20,6,70,9135,1,0,0,0,0,0,0,5,2,2,0,0,7,5,2002,2003,1,1,14,14,1,113,1,2,2,1,2,1,0,810,5,0,726,1536,1,0,1,0,1536,0,0,1536,1,0,2,0,3,1,1,7,0,0,5,1,2002,1,2,532,2,2,0,192,74,0,0,0,0,4,4,0,0,12,2008,0,0
0.232745452,339,20,6,91,14145,1,0,0,0,0,2,0,16,2,2,0,0,7,7,1984,1998,1,1,15,15,3,0,1,2,1,1,2,2,1,213,5,0,995,1208,1,0,1,0,1621,0,0,1621,1,0,2,0,3,1,1,8,0,0,5,1,1984,1,2,440,2,2,0,108,45,0,0,0,0,4,4,3,400,5,2006,0,0
0.166782391,340,20,6,66,12400,1,0,1,0,0,0,0,12,1,2,0,0,6,7,1958,1998,3,1,15,15,1,176,2,2,1,2,3,3,3,585,5,0,630,1215,1,2,1,1,1215,0,0,1215,0,0,1,0,3,1,2,6,0,0,5,1,1958,2,1,297,2,2,0,0,0,0,0,234,0,4,4,0,0,6,2009,0,0
0.23330093,341,60,6,85,14191,1,0,0,0,0,0,0,23,2,2,0,3,8,5,2002,2002,1,1,14,14,3,0,1,2,2,1,2,3,5,0,5,0,967,967,1,0,1,0,993,915,0,1908,0,0,2,1,4,1,1,9,0,0,5,1,2002,0,2,431,2,2,0,135,0,0,0,0,0,4,4,0,0,4,2010,0,0
0.065407582,342,20,5,60,8400,1,0,0,0,0,0,0,20,1,2,0,0,4,4,1950,1950,1,1,15,0,3,0,3,3,1,2,3,3,5,0,5,0,721,721,1,1,1,0,841,0,0,841,0,0,1,0,2,1,2,4,0,0,5,4,1950,2,1,294,2,2,2,250,0,24,0,0,0,4,4,0,0,9,2009,0,0
0.07304541,343,90,6,0,8544,1,0,0,0,0,0,0,12,2,2,2,0,3,4,1949,1950,1,1,13,13,1,340,2,2,3,5,5,4,6,0,6,0,0,0,5,3,0,1,1040,0,0,1040,0,0,2,0,2,2,2,6,0,0,5,5,1949,2,2,400,2,2,0,0,0,0,0,0,0,4,4,0,0,5,2006,0,0
0.320927649,344,120,6,63,8849,1,0,1,0,0,0,0,15,2,2,3,0,9,5,2005,2005,3,1,8,8,1,616,0,2,2,0,2,3,0,28,5,0,1656,1684,1,0,1,0,1684,0,0,1684,0,0,2,0,2,1,0,6,0,1,0,1,2005,1,2,564,2,2,0,495,72,0,0,0,0,4,4,0,0,7,2008,0,0
0.06957367,345,160,8,36,2592,1,0,0,0,0,0,0,10,2,2,3,3,5,3,1976,1976,1,1,5,5,3,0,2,2,1,1,2,3,3,129,2,232,175,536,1,2,1,0,536,576,0,1112,0,0,1,1,3,1,2,4,0,0,5,1,1976,2,1,336,2,2,0,182,0,0,0,0,0,4,4,0,0,4,2010,0,0
0.14622969,346,50,6,65,6435,1,0,0,0,0,0,0,3,4,2,0,1,6,5,1939,1950,1,1,8,8,3,0,2,2,0,2,2,3,5,0,5,0,972,972,1,1,1,0,972,605,0,1577,0,0,1,0,3,1,3,6,0,1,1,5,1939,2,1,312,2,2,0,0,0,0,0,0,0,4,4,0,0,10,2006,0,0
0.161921955,347,20,6,0,12772,1,0,1,0,0,3,0,12,2,2,0,0,6,8,1960,1998,3,1,8,8,3,0,2,1,1,2,2,2,2,498,5,0,460,958,1,2,1,0,958,0,0,958,0,0,1,0,2,1,2,5,0,0,5,1,1960,1,1,301,2,2,0,0,0,0,0,0,0,4,4,1,15500,4,2007,0,0
0.170254131,348,20,6,0,17600,1,0,1,0,0,0,0,12,2,2,0,0,6,5,1960,1960,1,1,15,15,1,30,2,2,1,2,2,3,2,1270,5,0,208,1478,1,0,1,1,1478,0,0,1478,1,0,2,0,3,1,2,6,0,2,1,1,1960,2,2,498,2,2,0,0,40,0,0,0,0,4,4,0,0,12,2009,0,0
0.165393695,349,160,6,36,2448,1,0,0,0,0,0,0,15,2,2,4,3,7,5,2003,2004,1,1,14,16,4,106,1,2,2,1,2,3,0,573,5,0,191,764,1,0,1,0,764,862,0,1626,1,0,2,1,2,1,1,6,0,0,5,3,2003,1,2,474,2,2,0,0,27,0,0,0,0,4,4,0,0,10,2008,0,0
0.558608527,350,60,6,56,20431,1,0,2,0,0,0,0,15,2,2,0,3,9,5,2005,2006,3,1,5,5,1,870,0,2,2,0,2,3,0,1410,5,0,438,1848,1,0,1,0,1848,880,0,2728,1,0,2,1,4,1,0,10,0,2,0,1,2006,0,3,706,2,2,0,0,0,0,0,0,0,4,4,0,0,4,2006,3,5
0.393224552,351,120,6,68,7820,1,0,1,0,0,0,0,15,2,2,3,0,9,5,2007,2007,3,1,8,8,1,362,0,2,2,0,2,3,5,0,5,0,1869,1869,1,0,1,0,1869,0,0,1869,0,0,2,0,2,1,0,6,0,1,1,1,2007,1,2,617,2,2,0,210,54,0,0,0,0,4,4,0,0,12,2007,3,5
0.215386752,352,120,6,0,5271,1,0,1,3,0,0,1,4,2,2,0,0,7,5,1986,1986,1,1,15,15,3,0,2,2,2,1,2,0,0,1082,5,0,371,1453,1,1,1,0,1453,0,0,1453,1,0,1,1,2,1,1,6,0,1,2,1,1986,1,2,445,2,2,0,0,80,0,0,184,0,4,4,0,0,12,2006,0,1
0.08346063,353,50,6,60,9084,1,0,0,0,0,0,0,7,0,2,0,1,5,6,1941,1950,1,1,14,14,3,0,2,2,1,2,3,2,4,236,3,380,0,616,1,2,0,0,616,495,0,1111,0,1,1,0,3,1,2,5,0,0,5,5,1941,2,1,200,2,3,0,48,0,0,0,0,0,4,4,0,0,3,2008,6,0
0.098597417,354,30,8,60,8520,1,0,0,0,0,0,0,17,2,2,0,0,6,8,1928,2003,1,1,14,14,3,0,2,1,0,2,2,3,5,0,5,0,624,624,1,1,1,0,720,0,0,720,0,0,1,0,2,1,2,5,0,0,5,5,2005,2,2,484,2,2,0,106,0,0,0,0,0,4,4,0,0,5,2010,0,0
0.145951951,355,50,6,60,8400,1,0,0,1,0,0,0,18,2,2,0,1,6,5,1940,2000,1,1,15,8,3,0,2,2,1,2,2,3,4,388,5,0,552,940,1,0,1,0,1192,403,0,1595,0,0,1,0,2,1,2,6,0,2,1,1,1940,2,1,240,2,2,0,0,0,108,0,0,0,4,4,0,0,6,2006,0,0
0.198028052,356,20,6,105,11249,1,0,2,0,0,0,0,5,2,2,0,0,6,5,1995,1995,1,1,14,14,3,0,1,1,2,1,1,3,1,334,2,544,322,1200,1,0,1,0,1200,0,0,1200,1,0,2,0,3,1,1,6,0,0,5,1,1995,1,2,521,2,2,0,0,26,0,0,0,0,4,4,0,0,8,2007,0,0
0.19177892,357,20,6,0,9248,1,0,1,0,0,0,0,8,2,2,0,0,6,6,1992,1992,1,1,6,6,1,106,2,2,2,1,2,3,0,560,5,0,598,1158,1,1,1,0,1167,0,0,1167,1,0,2,0,3,1,1,6,0,0,5,1,1992,1,2,400,2,2,0,120,26,0,0,0,0,4,4,0,0,7,2009,0,0
0.137619775,358,120,8,44,4224,1,0,0,0,0,0,0,10,2,2,3,0,5,5,1976,1976,1,1,5,5,3,0,2,2,2,1,2,3,1,874,5,0,268,1142,1,2,1,0,1142,0,0,1142,1,0,1,1,3,1,2,6,0,1,4,1,1976,0,2,528,2,2,0,536,90,0,0,0,0,4,1,0,0,8,2007,0,0
0.132064991,359,80,6,92,6930,1,0,1,0,0,0,0,4,2,2,0,7,5,4,1958,1958,3,1,15,7,1,120,2,2,1,2,2,1,2,300,3,294,468,1062,1,0,1,2,1352,0,0,1352,0,1,1,0,3,1,1,6,2,0,5,3,1958,2,1,288,2,2,0,168,0,294,0,0,0,4,4,0,0,7,2006,0,1
0.340369393,360,60,6,78,12011,1,0,1,0,0,3,0,13,2,2,0,3,8,5,1998,1998,1,1,14,14,1,530,1,2,2,1,2,1,0,956,5,0,130,1086,1,0,1,0,1086,838,0,1924,1,0,2,1,3,1,1,7,0,1,2,1,1998,1,2,592,2,2,0,208,75,0,0,374,0,4,4,0,0,6,2006,0,0
0.168171087,361,85,6,0,7540,1,0,1,0,0,3,0,11,2,2,0,6,6,6,1978,1978,1,1,14,14,3,0,2,2,1,1,2,1,0,773,5,0,115,888,1,0,1,0,912,0,0,912,1,0,1,0,2,1,2,5,0,1,2,1,1978,1,2,470,2,2,0,0,0,0,0,192,0,4,1,0,0,6,2007,0,0
0.152895431,362,50,6,0,9144,1,2,0,0,0,0,0,3,2,2,0,1,5,5,1940,1982,1,1,8,8,3,0,2,2,1,2,2,3,3,399,5,0,484,883,1,1,1,0,988,517,0,1505,1,0,1,0,3,1,2,8,0,0,5,5,1940,2,1,240,2,2,2,0,0,0,0,0,0,4,4,0,0,7,2008,0,0
0.227190668,363,85,6,64,7301,1,0,0,0,0,2,0,7,2,2,0,6,7,5,2003,2003,1,1,6,6,1,500,1,2,3,5,5,4,6,0,6,0,0,0,1,0,1,0,495,1427,0,1922,0,0,3,0,4,1,1,7,0,1,0,3,2003,1,2,672,2,2,0,0,0,177,0,0,0,4,4,0,0,7,2009,8,0
0.115400639,364,160,8,21,1680,1,0,0,0,0,0,0,2,2,2,4,3,6,8,1972,2007,1,1,6,6,1,510,2,2,1,2,2,3,1,162,5,0,321,483,1,1,1,0,483,504,0,987,0,0,1,1,2,1,1,5,0,0,5,5,1972,2,1,264,2,2,0,250,0,0,0,0,0,4,4,0,0,5,2009,0,0
0.215386752,365,60,6,0,18800,1,0,1,0,0,1,0,16,2,2,0,3,6,5,1976,1976,1,1,6,6,1,120,2,2,2,1,2,2,0,712,5,0,84,796,1,2,1,0,790,784,0,1574,1,0,2,1,3,1,2,6,0,1,2,1,1976,0,2,566,2,2,0,306,111,0,0,0,0,4,4,0,0,7,2006,0,0
0.155672823,366,70,8,59,10690,1,0,0,0,0,0,0,9,2,2,0,3,5,7,1920,1997,3,1,14,14,3,0,2,1,1,2,3,3,3,456,5,0,216,672,1,1,1,1,672,672,0,1344,0,0,1,0,3,1,2,6,0,0,5,5,1964,2,1,468,2,3,0,0,128,218,0,0,0,4,4,0,0,7,2009,0,0
0.172337175,367,20,6,0,9500,1,0,1,0,0,0,0,12,2,2,0,0,6,5,1963,1963,1,1,10,10,1,247,2,2,1,1,2,3,2,609,5,0,785,1394,1,1,1,0,1394,0,0,1394,1,0,1,1,3,1,2,6,0,2,1,1,1963,1,2,514,2,2,0,0,76,0,0,185,0,4,4,0,0,7,2009,0,0
0.180669351,368,80,6,101,9150,1,0,1,0,0,2,0,12,2,2,0,7,6,5,1962,1962,1,5,10,10,1,305,2,2,1,1,2,0,0,371,5,0,728,1099,1,1,1,0,1431,0,0,1431,0,1,1,0,3,1,2,6,0,1,1,2,1962,1,1,296,2,2,0,64,110,0,0,0,0,4,4,0,0,12,2008,0,0
0.134842383,369,20,6,78,7800,1,0,0,0,0,0,0,12,2,2,0,0,5,6,1954,1954,1,1,6,6,1,200,2,2,2,2,2,3,4,540,5,0,728,1268,1,1,1,0,1268,0,0,1268,0,0,1,0,2,1,2,7,0,1,1,1,1954,0,1,244,2,2,0,0,98,0,0,0,0,4,4,0,0,3,2010,0,0
0.176503263,370,20,6,0,9830,1,0,1,0,0,2,0,12,2,2,0,0,5,7,1959,2006,1,1,15,15,3,0,2,1,1,2,2,3,1,72,3,258,733,1063,1,0,1,0,1287,0,0,1287,1,0,1,0,3,1,1,7,0,1,1,5,1997,0,2,576,2,2,0,364,17,0,0,182,0,4,4,0,0,3,2010,0,0
0.190945702,371,60,6,0,8121,1,0,1,0,0,0,0,8,2,2,0,3,6,5,2000,2000,1,1,14,14,3,0,2,2,2,1,2,3,5,0,5,0,953,953,1,0,1,0,953,711,0,1664,0,0,2,1,3,1,2,7,0,1,2,1,2000,1,2,460,2,2,0,100,40,0,0,0,0,4,4,0,0,1,2006,0,0
0.138219692,372,50,6,80,17120,1,0,0,0,0,0,0,4,1,2,0,1,4,4,1959,1959,1,1,16,10,3,0,2,2,1,5,5,4,6,0,6,0,0,0,1,2,1,0,1120,468,0,1588,0,0,2,0,4,1,2,7,2,1,1,5,1991,0,2,680,2,2,2,0,59,0,0,0,0,4,4,0,0,7,2008,0,0
0.125121511,373,120,6,50,7175,1,0,0,0,0,0,0,20,2,2,3,0,6,5,1984,1984,1,1,10,10,3,0,2,2,1,1,2,3,1,623,4,121,0,744,1,2,1,0,752,0,0,752,1,0,1,0,2,1,2,4,0,0,5,1,1984,2,1,264,2,2,0,353,0,0,0,90,0,4,1,0,0,2,2010,0,0
0.122344119,374,20,6,79,10634,1,0,0,0,0,0,0,12,2,2,0,0,5,6,1953,1953,1,1,8,8,3,0,2,2,2,2,2,3,2,428,4,180,0,608,1,2,1,0,1319,0,0,1319,1,0,1,0,3,1,2,5,2,0,5,1,1953,2,1,270,2,2,0,66,0,0,0,0,0,4,2,0,0,11,2009,0,0
0.256353284,375,60,6,65,8200,1,0,0,0,0,0,0,5,2,2,0,3,7,5,2003,2004,1,1,14,14,3,0,1,2,2,1,2,3,5,0,5,0,847,847,1,0,1,0,847,1081,0,1928,0,0,2,1,4,1,1,8,0,1,1,3,2003,0,2,434,2,2,0,100,48,0,0,0,0,4,4,0,0,7,2007,0,0
0.036244966,376,30,6,0,10020,1,0,1,3,0,0,2,7,2,2,0,0,1,1,1922,1950,1,1,15,15,3,0,3,3,0,3,4,0,2,350,5,0,333,683,1,1,0,1,904,0,0,904,1,0,0,1,1,1,3,4,4,0,5,6,0,3,0,0,5,5,0,0,0,0,0,0,0,4,4,0,0,3,2009,0,0
0.157061519,377,85,6,57,8846,1,0,1,0,0,3,0,5,2,2,0,6,5,5,1996,1996,1,1,14,14,3,0,1,2,2,1,2,1,0,298,5,0,572,870,1,0,1,0,914,0,0,914,0,0,1,0,2,1,2,5,0,0,5,5,1998,2,2,576,2,2,0,0,0,0,0,0,0,4,4,0,0,7,2006,0,0
0.423691154,378,60,3,102,11143,1,0,1,0,0,2,0,21,2,2,0,3,8,5,2004,2005,1,1,5,5,3,0,1,2,2,1,2,3,5,0,5,0,1580,1580,1,0,1,0,1580,886,0,2466,0,0,3,0,4,1,1,8,0,1,1,1,2004,1,2,610,2,2,0,159,214,0,0,0,0,4,4,0,0,12,2007,0,0
0.499280655,379,20,6,88,11394,1,0,0,0,0,2,0,22,2,2,0,0,9,2,2010,2010,3,1,14,14,4,350,1,2,2,0,2,1,0,1445,5,0,411,1856,1,0,1,0,1856,0,0,1856,1,0,1,1,1,1,0,8,0,1,0,1,2010,0,3,834,2,2,0,113,0,0,0,0,0,4,4,0,0,6,2010,3,5
0.200111096,380,60,6,60,8123,1,0,1,0,0,0,0,8,4,2,0,3,6,5,2000,2000,1,1,14,14,1,16,2,2,2,1,2,3,5,0,5,0,982,982,1,0,1,0,1007,793,0,1800,0,0,2,1,3,1,2,7,0,1,2,1,2000,0,2,463,2,2,0,100,63,0,0,0,0,4,4,0,0,6,2009,0,0
0.127898903,381,50,6,50,5000,1,2,0,0,0,0,0,18,2,2,0,1,5,6,1924,1950,1,1,3,15,3,0,2,2,0,2,2,3,4,218,5,0,808,1026,1,2,1,0,1026,665,0,1691,0,0,2,0,3,1,1,6,0,1,1,5,1924,2,1,308,2,2,0,0,0,242,0,0,0,4,4,0,0,5,2010,0,0
0.212262186,382,20,3,60,7200,1,2,0,0,0,0,0,21,2,2,0,0,7,5,2006,2006,1,1,14,14,3,0,1,2,2,1,1,3,5,0,5,0,1293,1293,1,0,1,0,1301,0,0,1301,1,0,2,0,2,1,1,5,0,1,1,1,2006,1,2,572,2,2,0,216,121,0,0,0,0,4,4,0,0,8,2006,3,5
0.248021108,383,60,6,79,9245,1,0,1,0,0,0,0,5,2,2,0,3,7,5,2006,2006,1,1,14,14,3,0,1,2,2,1,2,1,5,0,5,0,939,939,1,0,1,0,939,858,0,1797,0,0,2,1,3,1,1,8,0,0,5,1,2006,1,2,639,2,2,0,144,53,0,0,0,0,4,4,0,0,4,2007,0,0
0.057075406,384,45,5,60,9000,1,0,0,0,0,2,0,20,2,2,0,2,6,3,1928,1950,1,1,15,15,3,0,2,2,0,3,3,3,5,0,5,0,784,784,1,2,0,1,784,0,0,784,0,0,1,0,2,1,2,5,0,0,5,5,1950,2,2,360,3,3,2,0,0,91,0,0,0,4,4,0,0,10,2009,0,0
0.284821553,385,60,6,0,53107,1,0,2,3,0,2,1,4,1,2,0,3,6,5,1992,1992,1,1,6,6,3,0,1,2,2,1,2,1,0,985,5,0,595,1580,1,0,1,0,1079,874,0,1953,1,0,2,1,3,1,1,9,0,2,3,1,1992,0,2,501,2,2,0,216,231,0,0,0,0,4,4,0,0,6,2007,0,0
0.218164144,386,120,6,43,3182,1,0,0,0,0,0,0,0,2,2,3,0,8,5,2004,2005,1,1,14,14,1,16,1,2,2,1,2,3,0,24,5,0,1232,1256,1,0,1,0,1269,0,0,1269,0,0,2,0,2,1,1,6,0,1,2,1,2004,0,2,430,2,2,0,146,20,0,0,144,0,4,4,0,0,4,2010,0,0
0.064018886,387,50,6,58,8410,1,0,0,0,0,1,0,7,1,2,0,1,5,3,1910,1996,2,1,15,14,3,0,2,3,2,2,2,3,5,0,5,0,658,658,1,2,1,0,658,526,0,1184,0,0,1,0,5,1,2,8,0,0,5,6,0,3,0,0,5,5,2,0,151,0,0,0,0,4,4,0,0,5,2006,0,2
0.125121511,388,80,6,72,7200,1,0,0,0,0,0,0,7,2,2,0,7,6,6,1976,1976,3,1,8,8,1,255,2,2,1,2,2,1,1,631,5,0,410,1041,1,0,1,0,1125,0,0,1125,1,0,1,0,3,1,2,6,0,1,3,5,1977,2,1,352,2,2,0,296,0,0,0,0,0,4,2,0,0,10,2009,0,1
0.216775448,389,20,6,93,9382,1,0,1,0,0,3,0,5,2,2,0,0,7,5,1999,2000,1,1,14,14,1,125,1,2,2,1,2,3,5,0,5,0,1468,1468,1,0,1,0,1479,0,0,1479,0,0,2,0,3,1,1,6,0,0,5,1,1999,1,2,577,2,2,0,120,25,0,0,0,0,4,4,0,0,7,2008,0,0
0.543119011,390,60,6,96,12474,1,0,0,0,0,0,0,15,2,2,0,3,10,5,2007,2008,1,1,14,14,4,272,0,2,2,0,2,1,0,1280,5,0,402,1682,1,0,1,0,1742,590,0,2332,1,0,2,1,3,1,0,9,0,1,0,3,2008,0,3,846,2,2,0,196,134,0,0,0,0,4,4,0,0,8,2008,3,5
0.116789335,391,50,6,50,8405,1,1,0,0,0,0,0,7,2,2,0,1,5,8,1900,1950,1,1,8,8,3,0,2,2,0,2,1,3,3,241,2,391,229,861,1,0,1,0,961,406,0,1367,1,0,1,0,4,1,2,7,0,0,5,5,1978,2,1,384,2,2,0,0,130,112,0,0,0,4,1,0,0,4,2008,0,0
0.250104152,392,60,6,71,12209,1,0,1,0,0,3,0,11,2,2,0,3,6,5,2001,2002,1,1,14,14,3,0,2,2,2,0,2,3,1,690,5,0,114,804,1,0,1,0,804,1157,0,1961,1,0,2,1,3,1,1,7,0,1,2,3,2001,0,2,560,2,2,0,125,192,0,0,0,0,4,4,0,0,6,2009,0,0
0.099430635,393,20,6,0,8339,1,0,1,0,0,0,0,12,2,2,0,0,5,7,1959,1959,1,1,8,8,3,0,2,2,3,5,5,4,6,0,6,0,0,0,1,2,1,0,882,0,0,882,0,0,1,0,3,1,2,5,0,0,5,1,1959,1,1,294,2,2,0,0,0,0,0,0,0,4,1,3,1200,7,2007,0,0
0.090404111,394,30,6,0,7446,1,0,0,0,0,2,0,3,1,2,0,0,4,5,1941,1950,1,1,16,16,3,0,2,2,1,2,2,3,3,266,5,0,522,788,1,2,1,1,788,0,0,788,0,0,1,0,2,1,2,4,0,2,2,6,0,3,0,0,5,5,0,0,0,0,0,0,0,4,2,0,0,4,2006,0,1
