BEDROOMS,BATHROOMS,SQFT_LIVING,SQFT_LOT,FLOORS,WATERFRONT,VIEW,CONDITION,GRADE,SQFT_ABOVE,SQFT_BASEMENT,YR_BUILT,YR_RENOVATED,ZIPCODE,LAT,LONG,SQFT_LIVING15,SQFT_LOT15,PRICE
0.121212,0.333333,0.247566,0.00209712,0.4,0,0,0.5,0.545455,0.328413,0,0.904348,0,0.323232,0.603344,0.552329,0.4265,0.00392396,0.45
0.121212,0.3,0.208623,0.00411367,0.4,0,0,0.5,0.545455,0.276753,0,0.8,0,0.277778,0.562332,0.274083,0.219952,0.00752629,0.402
0.0606061,0.133333,0.0764951,0.00210802,0,0,0,0.5,0.454545,0.101476,0,0.365217,0,0.540404,0.638896,0.176079,0.154032,0.003847,0.275
0.0909091,0.2,0.0973574,0.0024109,0,0,0,1,0.545455,0.129151,0,0.417391,0,0.611111,0.722534,0.183556,0.239728,0.003847,0.4215
0.0909091,0.4,0.532684,0.0362676,0.4,0,0.5,0.5,0.727273,0.53321,0.345588,0.817391,0,0.0656566,0.843657,0.50332,0.520984,0.0728069,0.56
0.0909091,0.233333,0.184979,0.00550023,0,0,0,0.75,0.545455,0.245387,0,0.573913,0,0.292929,0.513109,0.302326,0.277082,0.0109689,0.314
0.121212,0.266667,0.146036,0.00464612,0,0,0,0.75,0.545455,0.193727,0,0.365217,0,0.732323,0.538205,0.146176,0.222149,0.0104187,0.287
0.121212,0.133333,0.168289,0.00316809,0.2,0,0,0.5,0.454545,0.223247,0,0.217391,0,0.272727,0.516165,0.259965,0.20457,0.00585722,0.277
0.0606061,0.133333,0.140473,0.00376233,0,0,0,0.5,0.545455,0.186347,0,0.434783,0,0.580808,0.665593,0.102991,0.184795,0.0069841,0.3375
0.121212,0.366667,0.390821,0.00589094,0.4,0,0,0.5,0.818182,0.51845,0,0.86087,0,0.257576,0.852339,0.34219,0.602285,0.00962266,0.792
0.0909091,0.333333,0.429764,0.0039701,0.4,0,0,0.5,0.636364,0.352399,0.433824,0.86087,0,0.0909091,0.949495,0.449338,0.364975,0.00677389,0.435
0.121212,0.333333,0.329624,0.00515495,0,0,0,0.75,0.545455,0.214022,0.444853,0.669565,0,0.272727,0.482387,0.254984,0.323226,0.00962496,0.3131
0.0909091,0.3,0.196106,0.00170398,0.2,0,0,0.5,0.545455,0.149446,0.220588,0.208696,0,0.585859,0.840436,0.131227,0.285871,0.00355982,0.575
0.121212,0.333333,0.215577,0.00440988,0,0,0.5,0.5,0.636364,0.175277,0.220588,0.626087,0,0.888889,0.997748,0.112122,0.353988,0.00970537,0.51
0.0606061,0.133333,0.0834492,0.00283492,0,0,0,0.75,0.454545,0.110701,0,0.356522,0,0.631313,0.60351,0.12126,0.121072,0.00522544,0.29995
0.121212,0.233333,0.239221,0.00490962,0,0,0,0.75,0.545455,0.193727,0.246324,0.495652,0,0.666667,0.954962,0.136208,0.241925,0.00890128,0.364
0.0909091,0.133333,0.151599,0.00420998,0,0,0,1,0.545455,0.201107,0,0.565217,0,0.666667,0.952226,0.146176,0.228741,0.00783643,0.335
0.0909091,0.133333,0.127955,0.00453103,0,0,0,0.5,0.454545,0.169742,0,0.469565,0,0.99495,0.426575,0.170262,0.226544,0.0084418,0.21995
0.0909091,0.266667,0.137691,0.00392164,0,0,0,0.5,0.545455,0.182657,0,0.791304,0,0.186869,0.374781,0.391198,0.195781,0.00788353,0.215
0.121212,0.333333,0.528512,0.130034,0.4,0,0,0.75,0.636364,0.623616,0.154412,0.686957,0,0.459596,0.225992,0.334719,0.446276,0.162373,0.64
0.0909091,0.133333,0.179416,0.00350125,0,0,0,0.5,0.545455,0.164207,0.147059,0.217391,0,1,0.795564,0.112122,0.255109,0.00109127,0.535
0.121212,0.266667,0.225313,0.00442563,0,0,0,0.75,0.545455,0.156827,0.283088,0.634783,0,0.010101,0.311085,0.176909,0.250714,0.00824193,0.253
0.0606061,0.333333,0.201669,0.00119939,0.4,0,0.5,0.5,0.636364,0.169742,0.194853,0.817391,0,0.560606,0.749722,0.18189,0.272687,0.00212395,0.65
0.0909091,0.3,0.116829,0.00237758,0.2,0,0,0.75,0.636364,0.154982,0,0.26087,0,0.585859,0.850253,0.1196,0.20457,0.00435817,0.672
0.0909091,0.233333,0.233658,0.00485814,0,0,0.75,0.75,0.636364,0.154982,0.308824,0.434783,0,0.888889,0.90944,0.127907,0.413316,0.0090621,0.606
0.0909091,0.3,0.207232,0.00557292,0,0,0,0.5,0.636364,0.182657,0.183824,0.704348,0,0.292929,0.515202,0.301495,0.288069,0.010498,0.292
0.0909091,0.266667,0.191933,0.00438383,0,0,0,0.5,0.636364,0.254613,0,0.8,0,0.146465,0.360785,0.259134,0.415513,0.00827983,0.28995
0.121212,0.2,0.148818,0.00533244,0,0,0,0.75,0.545455,0.197417,0,0.591304,0,0.111111,0.258807,0.0980039,0.171611,0.0102924,0.2575
0.0909091,0.333333,0.215577,0.00391619,0,0,0,0.5,0.545455,0.184502,0.202206,0.617391,0,0.666667,0.969437,0.147006,0.386948,0.00843031,0.38
0.0909091,0.233333,0.134214,0.000359211,0.8,0,0,0.5,0.636364,0.178044,0,0.956522,0,0.515152,0.868428,0.146176,0.134256,0.000444547,0.36
0.0909091,0.233333,0.215577,0.00417485,0,0,0,0.75,0.545455,0.175277,0.220588,0.66087,0,0.151515,0.381856,0.274913,0.347396,0.00769514,0.2695
0.121212,0.333333,0.371349,0.0033383,0.4,0,0,0.5,0.727273,0.49262,0,0.913043,0,0.186869,0.327651,0.397839,0.477038,0.00500948,0.449
0.121212,0.2,0.158554,0.00406581,0.2,0,0,0.5,0.545455,0.210332,0,0.417391,0,0.626263,0.906869,0.158634,0.250714,0.0075596,0.375
0.121212,0.333333,0.443672,0.035571,0.4,0,0,0.5,0.909091,0.588561,0,0.765217,0,0.358586,0.938076,0.346347,0.556141,0.044511,0.81
0.151515,0.433333,0.552156,0.00444683,0.4,0,0,0.5,0.818182,0.732472,0,0.913043,0,0.368687,0.732026,0.43771,0.795649,0.00789961,0.994
0.151515,0.3,0.212796,0.00604541,0,0,0,0.75,0.545455,0.145756,0.272059,0.686957,0,0.151515,0.401964,0.28405,0.312239,0.00786745,0.275
0.0606061,0.133333,0.139082,0.00118849,0.4,0,0,0.5,0.545455,0.184502,0,0.93913,0,0.262626,0.87068,0.410297,0.195781,0.00210327,0.3
0.151515,0.333333,0.255911,0.00479029,0.4,0,0,0.5,0.545455,0.339483,0,0.982609,0,0.843434,0.509409,0.196844,0.241925,0.0128183,0.38
0.0909091,0.266667,0.122392,0.00577343,0,0,0,0.75,0.545455,0.162362,0,0.495652,0,0.99495,0.429471,0.161961,0.228741,0.0105095,0.2
0.0909091,0.466667,0.200278,0.000502169,0.8,0,0,0.5,0.727273,0.195572,0.139706,0.947826,0,0.510101,0.75036,0.1603,0.314436,0.00304291,0.635
0.0606061,0.133333,0.0820584,0.00316809,0,0,0,0.5,0.454545,0.108856,0,0.33913,0,0.631313,0.656751,0.116279,0.173808,0.00585722,0.28
0.0909091,0.333333,0.290682,0.00382351,0.4,0,0,0.5,0.636364,0.385609,0,0.886957,0,0.323232,0.613321,0.534054,0.479235,0.00710012,0.574
0.0909091,0.3,0.207232,0.115522,0.4,0,0.5,0.5,0.636364,0.274908,0,0.765217,0,0.222222,0.485123,0.640365,0.448473,0.099327,0.545
0.0909091,0.2,0.129346,0.00477333,0,0,0,0.75,0.545455,0.171587,0,0.53913,0,0.0252525,0.628599,0.287377,0.375961,0.00972719,0.27195
0.151515,0.233333,0.305981,0.01481,0,0,0.5,0.75,0.636364,0.230627,0.349265,0.513043,0,0.111111,0.289689,0.140365,0.525379,0.0171719,0.63
0.0606061,0.133333,0.123783,0.00622714,0,0,0,0.5,0.545455,0.164207,0,0.730435,0,0.050505,0.919092,0.235048,0.263898,0.0116582,0.4
0.121212,0.333333,0.280946,0.00344067,0.4,0,0,0.5,0.636364,0.372694,0,0.852174,0,0.459596,0.283418,0.288207,0.457262,0.00637414,0.334
0.121212,0.266667,0.159944,0.00262594,0.4,0,0,0.75,0.545455,0.212177,0,0.626087,0,0.722222,0.668814,0.192687,0.197978,0.00393889,0.3325
0.0606061,0.2,0.184979,0.000559715,0.4,0,0,0.5,0.727273,0.145756,0.198529,0.930435,0,0.722222,0.69696,0.174419,0.277082,0.00113836,0.525
0.0909091,0.333333,0.324061,0.00477515,0.4,0,0,0.5,0.636364,0.429889,0,0.791304,0,0.186869,0.340359,0.396179,0.39354,0.00826031,0.408
0.121212,0.333333,0.475661,0.0042227,0.4,0,0,0.5,0.727273,0.630996,0,0.895652,0,0.141414,0.649351,0.417775,0.580312,0.00785711,0.84645
0.0909091,0.2,0.104312,0.00593819,0,0,0,0.75,0.545455,0.138376,0,0.504348,0,0.020202,0.695352,0.302326,0.259503,0.00752284,0.4111
0.151515,0.433333,0.421419,0.00655424,0.4,0,0,0.75,0.636364,0.404059,0.308824,0.86087,0,0.207071,0.377193,0.303156,0.424302,0.00883121,0.409124
0.0606061,0.2,0.0709319,0.00283008,0,0,0,1,0.545455,0.0940959,0,0.443478,0,0.732323,0.572628,0.110462,0.173808,0.00536328,0.33595
0.151515,0.333333,0.243394,0.00549842,0,0,0,0.75,0.545455,0.175277,0.294118,0.547826,0,0.257576,0.801835,0.319764,0.307844,0.00907703,0.48
0.0606061,0.233333,0.232267,0.0179448,0,0,0,0.5,0.545455,0.127306,0.360294,0.495652,0,0.151515,0.430275,0.254984,0.343002,0.0109,0.28
0.121212,0.333333,0.331015,0.00235638,0.4,0,0,0.5,0.636364,0.439114,0,0.86087,0,0.373737,0.710796,0.399499,0.499011,0.00431796,0.668
0.121212,0.333333,0.367177,0.00491932,0.4,0,0,0.5,0.636364,0.487085,0,0.956522,0,0.166667,0.907188,0.226741,0.378159,0.0120889,0.75
0.0606061,0.133333,0.0751043,0.00210802,0,0,0,0.5,0.454545,0.099631,0,0.478261,0,0.585859,0.863764,0.116279,0.121072,0.003847,0.394475
0.151515,0.233333,0.278164,0.00230186,0.4,0,0,0.5,0.545455,0.311808,0.113971,0.243478,0,0.525253,0.817279,0.173588,0.542958,0.00421458,0.848
0.0909091,0.2,0.308762,0.00186572,0.6,0,0,0.75,0.636364,0.409594,0,0.0608696,0,0.560606,0.745697,0.171092,0.294661,0.0014175,0.675
0.0909091,0.133333,0.137691,0.00427177,0,0,0,0.75,0.454545,0.182657,0,0.504348,0,0.287879,0.471612,0.284881,0.169413,0.00805928,0.175
0.121212,0.2,0.211405,0.00331952,0,0,0.25,0.5,0.636364,0.195572,0.169118,0.452174,0,0.681818,0.590962,0.110462,0.356185,0.0061444,0.56
0.151515,0.366667,0.248957,0.00767428,0.4,0,0,0.5,0.636364,0.330258,0,0.756522,0,0.368687,0.760657,0.405317,0.358383,0.0128608,0.538888
0.121212,0.233333,0.193324,0.00528459,0.4,0,0,0.5,0.636364,0.256458,0,0.791304,0,0.833333,0.491075,0.138705,0.316634,0.010035,0.359
0.0909091,0.3,0.190542,0.00279131,0.4,0,0,0.5,0.545455,0.252768,0,0.878261,0,0.0909091,0.933407,0.458469,0.281477,0.00459595,0.3
0.0909091,0.333333,0.189152,0.00331589,0.4,0,0,0.75,0.545455,0.250923,0,0.773913,0,0.146465,0.328774,0.273253,0.33641,0.00690943,0.273
0.0909091,0.333333,0.157163,0.000556081,0.4,0,0,0.5,0.727273,0.182657,0.0514706,0.895652,0,0.510101,0.756957,0.162791,0.239728,0.000905176,0.67
0.121212,0.3,0.27121,0.00475879,0,0,0,0.5,0.636364,0.267528,0.183824,0.730435,0,0.368687,0.766289,0.406977,0.32762,0.00829821,0.53
0.0909091,0.2,0.130737,0.00153861,0,0,0,0.5,0.545455,0.114391,0.117647,0.234783,0,0.515152,0.822102,0.154483,0.189189,0.00440756,0.625
0.0909091,0.133333,0.13491,0.00331952,0,0,0,0.75,0.454545,0.178967,0,0.469565,0,0.99495,0.422715,0.162791,0.246319,0.00683362,0.248
0.0909091,0.333333,0.246175,0.00259989,0.4,0,0,0.5,0.636364,0.326568,0,0.782609,0,0.141414,0.681037,0.429402,0.33641,0.00529895,0.533
0.121212,0.466667,0.38943,0.00605147,0,0,0,0.5,0.636364,0.350554,0.330882,0.791304,0,0.166667,0.903494,0.253324,0.395737,0.00776177,0.54995
0.121212,0.233333,0.40751,0.00416273,0,0,0,0.75,0.636364,0.317343,0.444853,0.513043,0,0.888889,0.990833,0.131227,0.277082,0.00885878,0.485
0.0909091,0.333333,0.240612,0.00261988,0.4,0,0,0.5,0.545455,0.319188,0,0.878261,0,0.186869,0.368185,0.403656,0.33641,0.00514962,0.3535
0.0606061,0.233333,0.225313,0.00704006,0,0,0,0.5,0.727273,0.298893,0,0.66087,0,0.368687,0.75873,0.387041,0.479235,0.0134111,0.435
0.0909091,0.133333,0.119611,0.00574253,0,0,0,0.5,0.454545,0.130996,0.0551471,0.443478,0,0.893939,0.565547,0.213453,0.206768,0.0107392,0.241
0.121212,0.366667,0.33936,0.00184149,0.2,0,0,0.5,0.636364,0.232472,0.433824,0.182609,0.99603,0.575758,0.832876,0.178569,0.321028,0.00334157,0.885
0.181818,0.4,0.361613,0.00112064,0.6,0,0,0.5,0.545455,0.369004,0.220588,0.0521739,0,0.510101,0.750845,0.162791,0.391343,0.002078,0.7992
0.0909091,0.333333,0.276773,0.00740593,0,0,0,0.75,0.636364,0.221402,0.290441,0.634783,0,0.020202,0.77256,0.285711,0.373764,0.0138935,0.76
0.0606061,0.133333,0.104312,0.0031378,0,0,0,0.5,0.454545,0.138376,0,0.191304,0,0.590909,0.584047,0.215113,0.215557,0.00579979,0.27
0.121212,0.233333,0.299026,0.00421301,0,0,0,0.75,0.727273,0.322878,0.147059,0.6,0,0.257576,0.76886,0.351328,0.36058,0.00899318,0.675
0.0909091,0.333333,0.198887,0.00328318,0,0,0,0.75,0.636364,0.130996,0.264706,0.669565,0,0.257576,0.815831,0.323921,0.290266,0.00630062,0.499
0.121212,0.333333,0.317107,0.00263199,0.4,0,0,0.5,0.636364,0.420664,0,0.913043,0,0.186869,0.326363,0.399499,0.477038,0.00491874,0.32
0.121212,0.433333,0.566064,0.127047,0,0,0,0.5,0.818182,0.374539,0.75,0.869565,0,0.186869,0.452953,0.424415,0.441881,0.099327,0.89
0.121212,0.366667,0.246175,0.00413729,0,0,0,0.5,0.545455,0.169742,0.3125,0.678261,0,0,0.299985,0.202655,0.338607,0.00777555,0.275
0.121212,0.333333,0.379694,0.00471397,0.4,0,0,0.75,0.818182,0.50369,0,0.817391,0,0.207071,0.333119,0.325581,0.575917,0.00890817,0.49
0.0909091,0.333333,0.285118,0.00222917,0.2,0,0,0.5,0.545455,0.230627,0.294118,0.0521739,0,0.611111,0.719638,0.179399,0.261701,0.00407674,0.55
0.151515,0.266667,0.293463,0.00546207,0,0,0,1,0.545455,0.169742,0.4375,0.513043,0,0.277778,0.571499,0.276579,0.299055,0.0102028,0.39
0.0909091,0.3,0.183588,0.00690558,0,0,0,0.75,0.545455,0.151292,0.183824,0.591304,0,0.156566,0.341648,0.199335,0.283674,0.0128517,0.277
0.0909091,0.233333,0.111266,0.0043172,0,0,0,0.5,0.545455,0.147601,0,0.817391,0,0.010101,0.169535,0.180229,0.277082,0.00984207,0.236
0.0909091,0.233333,0.164117,0.00760098,0,0,0,0.75,0.545455,0.217712,0,0.652174,0,0.459596,0.247228,0.267442,0.371567,0.0187663,0.265953
0.0909091,0.3,0.191933,0.0034649,0,0,0,0.75,0.636364,0.175277,0.158088,0.643478,0,0.0353535,0.780764,0.337209,0.332015,0.0072931,0.545
0.0909091,0.333333,0.216968,0.00580856,0.4,0,0,0.5,0.636364,0.287823,0,0.791304,0,0.166667,0.901402,0.240866,0.30345,0.0103486,0.535
0.121212,0.4,0.283727,0.00180333,0.4,0,0,0.5,0.727273,0.300738,0.150735,0.895652,0,0.540404,0.640344,0.175249,0.424302,0.00527368,0.49
0.121212,0.333333,0.240612,0.00404643,0.2,0,0,0.75,0.454545,0.319188,0,0.469565,0,0.323232,0.589354,0.582225,0.228741,0.00752284,0.31995
0.0909091,0.2,0.140473,0.00404643,0,0,0,1,0.545455,0.186347,0,0.521739,0,0.161616,0.846388,0.268272,0.413316,0.00752284,0.625
0.0909091,0.133333,0.123783,0.00389317,0,0,0,0.75,0.545455,0.164207,0,0.591304,0,0.151515,0.430115,0.28405,0.299055,0.0091965,0.248
0.0909091,0.233333,0.143255,0.00443411,0,0,0,0.5,0.636364,0.190037,0,0.573913,0,0.030303,0.718196,0.312293,0.362777,0.00803286,0.475
0.181818,0.366667,0.310153,0.00533305,0,0,0,0.75,0.545455,0.190037,0.441176,0.53913,0,0.777778,0.977481,0.186877,0.312239,0.0118879,0.41
0.0909091,0.333333,0.193324,0.000896514,0.8,0,0,0.5,0.727273,0.256458,0,0.0782609,0.991563,0.525253,0.811486,0.190197,0.340804,0.0049957,0.67
0.0909091,0.333333,0.23783,0.0211517,0.4,0,0,0.5,0.545455,0.315498,0,0.591304,0.995037,0.131313,0.510538,0.436043,0.351791,0.0587962,0.43
0.0606061,0.133333,0.123783,0.0026532,0,0,0,1,0.454545,0.164207,0,0.469565,0,0.131313,0.605117,0.406977,0.274885,0.00743209,0.313
0.0909091,0.433333,0.422809,0.00882763,0.6,0,0,0.5,0.727273,0.560886,0,0.765217,0,0.19697,0.617021,0.230068,0.865964,0.0222618,0.95
0.0606061,0.266667,0.22114,0.00295607,0.2,0,0,0.5,0.636364,0.293358,0,0.0173913,0,0.560606,0.752612,0.172758,0.261701,0.00545518,0.75175
0.121212,0.333333,0.375522,0.00288338,0.4,0,0,0.5,0.727273,0.354244,0.286765,0.895652,0,0.131313,0.610265,0.376244,0.569325,0.00648786,0.76
0.0909091,0.233333,0.16968,0.00720119,0,0,0,0.75,0.545455,0.225092,0,0.6,0,0.292929,0.564584,0.313953,0.23753,0.0196991,0.31065
0.121212,0.4,0.392211,0.00406521,0.4,0,0,0.5,0.636364,0.520295,0,0.843478,0,0.459596,0.276662,0.272423,0.531971,0.00765034,0.3675
0.121212,0.333333,0.258693,0.00271377,0.4,0,0,0.5,0.636364,0.343173,0,0.878261,0,0.575758,0.869072,0.170262,0.358383,0.0065809,0.58
0.0909091,0.3,0.223922,0.00208379,0.2,0,0,0.5,0.636364,0.167897,0.257353,0.0434783,0,0.611111,0.733959,0.183556,0.200176,0.00380105,0.58
0.121212,0.333333,0.337969,0.00574253,0.4,0,0,0.5,0.818182,0.448339,0,0.756522,0,0.368687,0.76146,0.388702,0.509998,0.0107622,0.665
0.0909091,0.3,0.176634,0.00470064,0.4,0,0,0.75,0.545455,0.234317,0,0.686957,0,0,0.294996,0.215943,0.334212,0.00857964,0.23995
0.121212,0.333333,0.236439,0.0179079,0.4,0,0,0.5,0.636364,0.313653,0,0.852174,0,0.777778,0.984237,0.205145,0.400132,0.0126081,0.47
0.0909091,0.233333,0.201669,0.00153861,0,0,0,1,0.636364,0.121771,0.290441,0.26087,0.999504,0.575758,0.845584,0.173588,0.307844,0.00380105,0.733
0.121212,0.266667,0.255911,0.00477333,0,0,0,0.5,0.545455,0.195572,0.286765,0.53913,0,0.151515,0.414027,0.257474,0.252911,0.00912642,0.25
0.121212,0.233333,0.16968,0.00524339,0,0,0,1,0.545455,0.225092,0,0.495652,0,0.666667,0.979893,0.149503,0.23753,0.00979267,0.402
0.151515,0.466667,0.251739,0.00277859,0.4,0,0,0.5,0.545455,0.206642,0.253676,0.86087,0,0.893939,0.570854,0.217603,0.222149,0.00574235,0.295
0.151515,0.333333,0.285675,0.00453103,0,0,0,0.75,0.636364,0.234317,0.288235,0.66087,0,0.111111,0.261543,0.117939,0.427379,0.0084418,0.355
0.0909091,0.2,0.233658,0.013306,0,0,0,0.75,0.454545,0.309963,0,0.591304,0,0.287879,0.474827,0.357145,0.318831,0.02241,0.289
0.0909091,0.3,0.164117,0.00522159,0.4,0,0.5,0.5,0.545455,0.217712,0,0.713043,0,0.666667,0.901242,0.141195,0.219952,0.00867613,0.376
0.0606061,0.133333,0.0904033,0.002738,0,0,0,0.5,0.545455,0.119926,0,0.226087,0,0.631313,0.6138,0.12043,0.118875,0.00504165,0.2127
0.0909091,0.233333,0.207232,0.00761734,0,0,0,0.75,0.727273,0.274908,0,0.721739,0,0.207071,0.339555,0.304816,0.51659,0.0142944,0.325
0.121212,0.333333,0.269819,0.00316385,0.4,0,0,0.5,0.545455,0.357934,0,0.886957,0,0.0909091,0.914588,0.466776,0.459459,0.00648901,0.415
0.0909091,0.333333,0.456189,0.00886277,0,0,0,0.75,0.636364,0.389299,0.430147,0.704348,0,0.888889,0.951588,0.128737,0.602285,0.0157648,0.935
0.0909091,0.333333,0.226704,0.00892879,0.4,0,0,0.5,0.545455,0.300738,0,0.782609,0,0.0909091,0.926173,0.460966,0.433092,0.0167526,0.372
0.0909091,0.2,0.139082,0.00475273,0,0,0,0.5,0.545455,0.134686,0.0992647,0.495652,0,0.843434,0.529836,0.166941,0.301252,0.00890128,0.24
0.0909091,0.233333,0.22114,0.00953576,0,0,0,1,0.545455,0.293358,0,0.695652,0,0.292929,0.567799,0.302326,0.329818,0.00840964,0.33495
0.121212,0.333333,0.371349,0.0024957,0.4,0,0,0.5,0.727273,0.49262,0,0.913043,0,0.186869,0.327811,0.397839,0.51659,0.00456264,0.4265
0.0606061,0.233333,0.215577,0.00869497,0,0,0.5,0.5,0.636364,0.186347,0.198529,0.452174,0,0.833333,0.454082,0.142025,0.553944,0.0165792,0.43
0.0909091,0.2,0.222531,0.00343038,0,0,0,0.5,0.545455,0.147601,0.294118,0.582609,0,0.590909,0.617181,0.207642,0.296858,0.00635461,0.4
0.0909091,0.3,0.212796,0.00331952,0,0,0,0.75,0.545455,0.153137,0.257353,0.556522,0,0.540404,0.663507,0.18189,0.345199,0.0064109,0.45585
0.0909091,0.233333,0.172462,0.00618534,0,0,0,0.5,0.545455,0.228782,0,0.747826,0,0.136364,0.980537,0.228401,0.373764,0.0137178,0.4
0.0909091,0.133333,0.102921,0.0060333,0,0,0,0.75,0.545455,0.136531,0,0.469565,0,0.0252525,0.672833,0.315614,0.23753,0.0132663,0.3975
0.0909091,0.333333,0.23783,0.000866226,0.8,0,0,0.5,0.636364,0.315498,0,0.913043,0,0.545455,0.790894,0.135378,0.255109,0.000791455,0.755
0.151515,0.2,0.200278,0.0052761,0,0,0,0.5,0.545455,0.132841,0.264706,0.53913,0,0.287879,0.496542,0.27824,0.292463,0.0098547,0.287
0.121212,0.333333,0.463143,0.00937705,0.4,0,0,0.5,0.727273,0.614391,0,0.66087,0,0.186869,0.346151,0.381231,0.481433,0.0176314,0.48
0.0909091,0.333333,0.243394,0.00551356,0.4,0,0,0.5,0.636364,0.322878,0,0.826087,0,0.222222,0.526621,0.597174,0.437486,0.0105876,0.49
0.0909091,0.333333,0.326843,0.00375264,0.4,0,0,0.5,0.636364,0.256458,0.352941,0.791304,0,0.287879,0.458586,0.327242,0.408921,0.00772156,0.365
0.0909091,0.333333,0.182197,0.00104432,0.4,0,0,0.5,0.545455,0.241697,0,0.913043,0,0.277778,0.537236,0.294848,0.263898,0.00120499,0.26
0.121212,0.133333,0.165508,0.00736292,0.2,0,0,0.75,0.545455,0.219557,0,0.252174,0,0.666667,0.976518,0.147006,0.312239,0.00843606,0.505
0.0606061,0.133333,0.0570236,0.00259262,0,0,0,0.5,0.545455,0.0756458,0,0.191304,0,0.611111,0.737978,0.18189,0.228741,0.00476596,0.26
0.0606061,0.133333,0.0570236,0.00259262,0,0,0,0.5,0.545455,0.0756458,0,0.191304,0,0.611111,0.737978,0.18189,0.228741,0.00476596,0.43
0.121212,0.333333,0.449235,0.00707095,0.4,0,0,0.75,0.818182,0.595941,0,0.808696,0,0.131313,0.63954,0.352158,0.674797,0.0122532,0.905
0.0909091,0.266667,0.189152,0.00356667,0.4,0,0,0.75,0.636364,0.250923,0,0.669565,0,0.257576,0.816954,0.324751,0.296858,0.00660618,0.44
0.121212,0.133333,0.148818,0.00301665,0.2,0,0,0.5,0.545455,0.197417,0,0.434783,0,0.575758,0.855561,0.194348,0.248517,0.00590317,0.4395
0.0909091,0.266667,0.147427,0.00374113,0,0,0,1,0.454545,0.0719557,0.246324,0.382609,0,0.277778,0.540457,0.275749,0.208965,0.00694849,0.27
0.0909091,0.333333,0.233658,0.0034958,0.4,0,0,0.75,0.545455,0.309963,0,0.852174,0,0.207071,0.33264,0.370433,0.347396,0.00942049,0.3065
0.0909091,0.266667,0.164117,0.000688135,0.4,0,0,0.5,0.636364,0.188192,0.0588235,0.895652,0,0.631313,0.658518,0.12458,0.235333,0.00188042,0.38
0.121212,0.233333,0.183588,0.00553173,0,0,0,1,0.545455,0.243542,0,0.6,0,0.207071,0.276981,0.318934,0.1804,0.0105095,0.215
0.0606061,0.133333,0.0723227,0.00341039,0,0,0,0.5,0.545455,0.095941,0,0.434783,0,0.666667,0.921669,0.148672,0.149637,0.00752284,0.2999
0.0909091,0.133333,0.223922,0.0202128,0.2,0,0,0.75,0.363636,0.297048,0,0.365217,0,0,0.189643,0.205976,0.226544,0.0213072,0.23995
0.121212,0.333333,0.214186,0.00413426,0,0,0,0.75,0.636364,0.230627,0.106618,0.634783,0,0.888889,0.994373,0.12126,0.349593,0.00809719,0.494
0.121212,0.2,0.200278,0.0043493,0,0,0,0.75,0.545455,0.132841,0.264706,0.547826,0,0.292929,0.552839,0.295678,0.274885,0.00851761,0.3175
0.121212,0.333333,0.253129,0.00410155,0.4,0,0,0.75,0.545455,0.335793,0,0.669565,0,0.161616,0.857168,0.264121,0.428697,0.00915974,0.67
0.0909091,0.333333,0.385257,0.00442866,0.4,0,0.5,0.5,0.727273,0.51107,0,0.904348,0,0.323232,0.617984,0.546512,0.602285,0.00779623,0.65
0.121212,0.333333,0.324061,0.00412396,0.4,0,0,0.5,0.636364,0.429889,0,0.721739,0,0.590909,0.636159,0.212623,0.279279,0.00508759,0.852
0.0606061,0.2,0.110987,0.000508832,0.4,0,0,0.5,0.545455,0.147232,0,0.721739,0,0.166667,0.890302,0.254154,0.153593,0.000939637,0.25
0.0909091,0.2,0.154381,0.00625924,0,0,0,0.75,0.545455,0.204797,0,0.556522,0,0.272727,0.462279,0.269932,0.268293,0.0117144,0.26495
0.0606061,0.266667,0.173853,0.00380655,0,0,0,1,0.545455,0.134686,0.191176,0.365217,0,0.888889,0.882258,0.12209,0.215557,0.00721269,0.5825
0.0909091,0.333333,0.173853,0.000632406,0.4,0,0,0.5,0.545455,0.186347,0.0882353,0.852174,0,0.722222,0.691812,0.171092,0.250714,0.00255471,0.384
0.0909091,0.2,0.280946,0.00172034,0.2,0,0,0.5,0.636364,0.276753,0.191176,0.226087,0,0.59596,0.78366,0.132888,0.33641,0.00421458,0.817
0.121212,0.233333,0.200278,0.00545177,0,0,0,0.75,0.545455,0.265683,0,0.617391,0,0.292929,0.514238,0.300665,0.252911,0.0121303,0.32
0.121212,0.3,0.247566,0.0235795,0,0,0,0.5,0.636364,0.217712,0.220588,0.669565,0,0.777778,0.998233,0.201825,0.382553,0.013086,0.4458
0.0606061,0.133333,0.0848401,0.0024109,0,0,0,0.5,0.545455,0.112546,0,0.443478,0,0.590909,0.597398,0.210963,0.170512,0.00536328,0.2633
0.0909091,0.133333,0.0792768,0.00370418,0,0,0,0.5,0.454545,0.105166,0,0.452174,0,0.666667,0.956895,0.149503,0.169413,0.0084418,0.215
0.151515,0.533333,0.374131,0.0024109,0.2,0,0,0.5,0.545455,0.328413,0.334559,0.182609,0,0.575758,0.832717,0.162791,0.255109,0.00410546,0.8425
0.151515,0.533333,0.374131,0.0024109,0.2,0,0,0.5,0.545455,0.328413,0.334559,0.182609,0,0.575758,0.832717,0.162791,0.255109,0.00410546,0.85
